Width,Height,MaxIter,BlockX,BlockY,GridX,GridY,Time
ERROR: Image is not valid for settings (2400,2400,10000,944,240,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,944,256,2,9).
ERROR: Image is not valid for settings (2400,2400,10000,944,272,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,944,288,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,944,304,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,944,320,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,944,336,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,944,352,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,944,368,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,944,384,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,944,400,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,944,416,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,944,432,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,944,448,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,944,464,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,944,480,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,944,496,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,512,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,528,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,544,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,560,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,576,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,592,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,944,608,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,624,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,640,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,656,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,672,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,688,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,704,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,720,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,736,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,752,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,768,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,784,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,800,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,944,816,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,832,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,848,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,864,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,880,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,896,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,912,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,928,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,944,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,960,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,976,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,992,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,1008,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,944,1024,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,1,2,2400).
ERROR: Image is not valid for settings (2400,2400,10000,960,16,2,150).
ERROR: Image is not valid for settings (2400,2400,10000,960,32,2,75).
ERROR: Image is not valid for settings (2400,2400,10000,960,48,2,50).
ERROR: Image is not valid for settings (2400,2400,10000,960,64,2,37).
ERROR: Image is not valid for settings (2400,2400,10000,960,80,2,30).
ERROR: Image is not valid for settings (2400,2400,10000,960,96,2,25).
ERROR: Image is not valid for settings (2400,2400,10000,960,112,2,21).
ERROR: Image is not valid for settings (2400,2400,10000,960,128,2,18).
ERROR: Image is not valid for settings (2400,2400,10000,960,144,2,16).
ERROR: Image is not valid for settings (2400,2400,10000,960,160,2,15).
ERROR: Image is not valid for settings (2400,2400,10000,960,176,2,13).
ERROR: Image is not valid for settings (2400,2400,10000,960,192,2,12).
ERROR: Image is not valid for settings (2400,2400,10000,960,208,2,11).
ERROR: Image is not valid for settings (2400,2400,10000,960,224,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,960,240,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,960,256,2,9).
ERROR: Image is not valid for settings (2400,2400,10000,960,272,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,960,288,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,960,304,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,960,320,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,960,336,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,960,352,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,960,368,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,960,384,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,960,400,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,960,416,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,960,432,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,960,448,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,960,464,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,960,480,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,960,496,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,512,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,528,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,544,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,560,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,576,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,592,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,960,608,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,624,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,640,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,656,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,672,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,688,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,704,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,720,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,736,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,752,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,768,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,784,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,800,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,960,816,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,832,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,848,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,864,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,880,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,896,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,912,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,928,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,944,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,960,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,976,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,992,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,1008,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,960,1024,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,1,2,2400).
ERROR: Image is not valid for settings (2400,2400,10000,976,16,2,150).
ERROR: Image is not valid for settings (2400,2400,10000,976,32,2,75).
ERROR: Image is not valid for settings (2400,2400,10000,976,48,2,50).
ERROR: Image is not valid for settings (2400,2400,10000,976,64,2,37).
ERROR: Image is not valid for settings (2400,2400,10000,976,80,2,30).
ERROR: Image is not valid for settings (2400,2400,10000,976,96,2,25).
ERROR: Image is not valid for settings (2400,2400,10000,976,112,2,21).
ERROR: Image is not valid for settings (2400,2400,10000,976,128,2,18).
ERROR: Image is not valid for settings (2400,2400,10000,976,144,2,16).
ERROR: Image is not valid for settings (2400,2400,10000,976,160,2,15).
ERROR: Image is not valid for settings (2400,2400,10000,976,176,2,13).
ERROR: Image is not valid for settings (2400,2400,10000,976,192,2,12).
ERROR: Image is not valid for settings (2400,2400,10000,976,208,2,11).
ERROR: Image is not valid for settings (2400,2400,10000,976,224,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,976,240,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,976,256,2,9).
ERROR: Image is not valid for settings (2400,2400,10000,976,272,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,976,288,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,976,304,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,976,320,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,976,336,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,976,352,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,976,368,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,976,384,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,976,400,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,976,416,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,976,432,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,976,448,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,976,464,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,976,480,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,976,496,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,512,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,528,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,544,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,560,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,576,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,592,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,976,608,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,624,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,640,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,656,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,672,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,688,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,704,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,720,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,736,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,752,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,768,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,784,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,800,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,976,816,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,832,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,848,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,864,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,880,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,896,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,912,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,928,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,944,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,960,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,976,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,992,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,1008,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,976,1024,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,1,2,2400).
ERROR: Image is not valid for settings (2400,2400,10000,992,16,2,150).
ERROR: Image is not valid for settings (2400,2400,10000,992,32,2,75).
ERROR: Image is not valid for settings (2400,2400,10000,992,48,2,50).
ERROR: Image is not valid for settings (2400,2400,10000,992,64,2,37).
ERROR: Image is not valid for settings (2400,2400,10000,992,80,2,30).
ERROR: Image is not valid for settings (2400,2400,10000,992,96,2,25).
ERROR: Image is not valid for settings (2400,2400,10000,992,112,2,21).
ERROR: Image is not valid for settings (2400,2400,10000,992,128,2,18).
ERROR: Image is not valid for settings (2400,2400,10000,992,144,2,16).
ERROR: Image is not valid for settings (2400,2400,10000,992,160,2,15).
ERROR: Image is not valid for settings (2400,2400,10000,992,176,2,13).
ERROR: Image is not valid for settings (2400,2400,10000,992,192,2,12).
ERROR: Image is not valid for settings (2400,2400,10000,992,208,2,11).
ERROR: Image is not valid for settings (2400,2400,10000,992,224,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,992,240,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,992,256,2,9).
ERROR: Image is not valid for settings (2400,2400,10000,992,272,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,992,288,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,992,304,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,992,320,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,992,336,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,992,352,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,992,368,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,992,384,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,992,400,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,992,416,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,992,432,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,992,448,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,992,464,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,992,480,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,992,496,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,512,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,528,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,544,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,560,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,576,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,592,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,992,608,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,624,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,640,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,656,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,672,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,688,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,704,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,720,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,736,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,752,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,768,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,784,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,800,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,992,816,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,832,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,848,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,864,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,880,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,896,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,912,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,928,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,944,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,960,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,976,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,992,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,1008,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,992,1024,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,1,2,2400).
ERROR: Image is not valid for settings (2400,2400,10000,1008,16,2,150).
ERROR: Image is not valid for settings (2400,2400,10000,1008,32,2,75).
ERROR: Image is not valid for settings (2400,2400,10000,1008,48,2,50).
ERROR: Image is not valid for settings (2400,2400,10000,1008,64,2,37).
ERROR: Image is not valid for settings (2400,2400,10000,1008,80,2,30).
ERROR: Image is not valid for settings (2400,2400,10000,1008,96,2,25).
ERROR: Image is not valid for settings (2400,2400,10000,1008,112,2,21).
ERROR: Image is not valid for settings (2400,2400,10000,1008,128,2,18).
ERROR: Image is not valid for settings (2400,2400,10000,1008,144,2,16).
ERROR: Image is not valid for settings (2400,2400,10000,1008,160,2,15).
ERROR: Image is not valid for settings (2400,2400,10000,1008,176,2,13).
ERROR: Image is not valid for settings (2400,2400,10000,1008,192,2,12).
ERROR: Image is not valid for settings (2400,2400,10000,1008,208,2,11).
ERROR: Image is not valid for settings (2400,2400,10000,1008,224,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,1008,240,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,1008,256,2,9).
ERROR: Image is not valid for settings (2400,2400,10000,1008,272,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,1008,288,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,1008,304,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,1008,320,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,1008,336,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,1008,352,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1008,368,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1008,384,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1008,400,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1008,416,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1008,432,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1008,448,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1008,464,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1008,480,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1008,496,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,512,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,528,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,544,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,560,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,576,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,592,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1008,608,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,624,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,640,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,656,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,672,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,688,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,704,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,720,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,736,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,752,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,768,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,784,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,800,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1008,816,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,832,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,848,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,864,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,880,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,896,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,912,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,928,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,944,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,960,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,976,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,992,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,1008,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1008,1024,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,1,2,2400).
ERROR: Image is not valid for settings (2400,2400,10000,1024,16,2,150).
ERROR: Image is not valid for settings (2400,2400,10000,1024,32,2,75).
ERROR: Image is not valid for settings (2400,2400,10000,1024,48,2,50).
ERROR: Image is not valid for settings (2400,2400,10000,1024,64,2,37).
ERROR: Image is not valid for settings (2400,2400,10000,1024,80,2,30).
ERROR: Image is not valid for settings (2400,2400,10000,1024,96,2,25).
ERROR: Image is not valid for settings (2400,2400,10000,1024,112,2,21).
ERROR: Image is not valid for settings (2400,2400,10000,1024,128,2,18).
ERROR: Image is not valid for settings (2400,2400,10000,1024,144,2,16).
ERROR: Image is not valid for settings (2400,2400,10000,1024,160,2,15).
ERROR: Image is not valid for settings (2400,2400,10000,1024,176,2,13).
ERROR: Image is not valid for settings (2400,2400,10000,1024,192,2,12).
ERROR: Image is not valid for settings (2400,2400,10000,1024,208,2,11).
ERROR: Image is not valid for settings (2400,2400,10000,1024,224,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,1024,240,2,10).
ERROR: Image is not valid for settings (2400,2400,10000,1024,256,2,9).
ERROR: Image is not valid for settings (2400,2400,10000,1024,272,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,1024,288,2,8).
ERROR: Image is not valid for settings (2400,2400,10000,1024,304,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,1024,320,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,1024,336,2,7).
ERROR: Image is not valid for settings (2400,2400,10000,1024,352,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1024,368,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1024,384,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1024,400,2,6).
ERROR: Image is not valid for settings (2400,2400,10000,1024,416,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1024,432,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1024,448,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1024,464,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1024,480,2,5).
ERROR: Image is not valid for settings (2400,2400,10000,1024,496,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,512,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,528,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,544,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,560,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,576,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,592,2,4).
ERROR: Image is not valid for settings (2400,2400,10000,1024,608,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,624,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,640,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,656,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,672,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,688,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,704,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,720,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,736,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,752,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,768,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,784,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,800,2,3).
ERROR: Image is not valid for settings (2400,2400,10000,1024,816,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,832,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,848,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,864,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,880,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,896,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,912,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,928,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,944,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,960,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,976,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,992,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,1008,2,2).
ERROR: Image is not valid for settings (2400,2400,10000,1024,1024,2,2).
